bucket,priority,title,author,occurrenceCount,statesCount,districtsCount,topBanStatus,matchedSlug,existingCompleteness,matchType,notes
likely_truly_missing,normal,"Altered Carbon: One Life, One Death","Morgan, Richard K.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Always and Forever, Lara Jean","Han, Jenny",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Ambush,"Skye, Obert",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,American Gods,"Gaiman, Neil",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"American Gods, Vol. 1: Shadows","Gaiman, Neil",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"American Gods, Vol. 2: My Ainsel","Gaiman, Neil",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,An American Plague: The True and Terrifying Story of the Yellow Fever Epidemic of 1793,"Murphy, Jim",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,An Introduction to Drawing: An Artist's Guide to Skills & Techniques,"Hazlewood, Robin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,An Introduction to Oil Painting,"Smith, Ray",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,An Introduction to Watercolor,"Smith, Ray",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Ana on the Edge,"Sass, A. J.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Anansi Boys,"Gaiman, Neil",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Anatomy of a Boyfriend,"Snadowsky, Daria",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Anatomy of a Single Girl,"Snadowsky, Daria",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,And I Darken,"White, Kiersten",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,And Still I Rise: Black America Since MLK,"Gates, Henry L.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,And They Lived...,"Salvatore, Steven",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,André Kertész,"Greenough, Sarah",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Animal Stories,"Hoey, Peter",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Anne of Avonlea,"Montgomery, L. M.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Annie Leibovitz at Work,"Leibovitz, Annie",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Annihilation,"VanderMeer, Jeff",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Antiracist Baby,"Kendi, Ibram X.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Antonio's Card/La tarjeta de Antonio,"González, Rigoberto",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Ark Angel,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Art That Changed the World,"Chilvers, Ian",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Art: A World History,"Buchholz, Elke Linda",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Art: Annotated Guides,"Cumming, Robert",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,As I Descended,"Talley, Robin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Ash,"Lo, Malinda",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Asking for It,"O'Neill, Louise",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Authority,"VanderMeer, Jeff",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Autoboyography,"Lauren, Christina",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Babylonian Mythology,"Nardo, Don",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Batman: The Dark Knight Strikes Again,"Miller, Frank",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Batman: The Killing Joke,"Moore, Alan",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Batman: White Knight,"Murphy, Sean",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Beartown,"Backman, Fredrik",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Beasts of Burden: Animal Rites,"Dorkin, Evan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Before We Were Free,"Alvarez, Julia",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Better Nate Than Ever,"Federle, Tim",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Better Than Perfect,"Elkeles, Simone",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Big Bob, Little Bob","Howe, James",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Bingo Love #1,"Franklin, Tee",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Bird Box,"Malerman, Josh",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Birthday,"Russo, Meredith",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Black Brother, Black Brother","Parker Rhodes, Jewell",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Black Butler, Vol. 29","Toboso, Yana",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Black Holes and Baby Universes and Other Essays,"Hawking, Stephen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Black is a Rainbow Color,"Joy, Angela",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Black Magick: Awakening,"Rucka, Greg",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Black Road: The Holy North,"Wood, Brian",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Blackbird: Book 1 The Great Beast,"Humphries, Sam",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Blade of the Immortal Omnibus, Vol. 3","Samura, Hiroaki",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Blankets,"Thompson, Craig",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Bleach, Vol. 21","Kubo, Tite",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Bloodlust and Bonnets,"McGovern, Emily",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Blue Bloods,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Blue Bloods: After Life,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Blue Window,"Gewirtz, Adina Rishe",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Blues: A History of American Music,"Handyside, Christopher",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Bodies Are Cool,"Feder, Tyler",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Bone Parish, Vol. 1","Bunn, Cullen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Bone Parish, Vol. 2","Bunn, Cullen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Bone Parish, Vol. 3","Bunn, Cullen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Born Ready: The True Story of a Boy Named Penelope,"Patterson, Jodie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Bosch: The Garden of Earthly Delights,"Zuffi, Stefano",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Both Can Be True,"Machias, Jules",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Boy2Girl,"Blacker, Terence",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Brave Face: A Memoir,"Hutchinson, Shaun David",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Brazen: Rebel Ladies Who Rocked the World,"Bagieu, Pénélope",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Breakfast of Champions,"Vonnegut Jr., Kurt",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Breaking Dawn,"Meyer, Stephanie",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Brisingr,"Paolini, Christopher",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Broken Beautiful Hearts,"Garcia, Kami",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Brown v. Board of Education: A Fight for Simple Justice,"Rubin, Susan Goldman",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Bumped,"McCafferty, Megan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Call Me Max,"Lukoff, Kyle",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Calvin,"Ford, J. R.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Catwoman: Soulstealer,"Maas, Sarah J.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Cezanne: Mont Sainte Victoire,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Chagall: The Falling Angel,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Challenger Deep,"Shusterman, Neal",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Chaucer's Canterbury Tales,"Williams, Marcia",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Cherry,"Rosin, Lindsey",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Cheshire Crossing,"Weir, Andy",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Chicken Girl,"Smith, Heather",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Choke,"Skye, Obert",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Chosen,"Cast, P. C.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,City Love,"Colasanti, Susane",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,City of Thieves,"Benioff, David",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Code of Honor,"Gratz, Alan",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Confess,"Hoover, Colleen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Consent,"Ohlin, Nancy",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Cool for the Summer,"Adler, Dahlia",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Court of Lions,"Daud, Somaiya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Coyotes, Vol. 1","Lewis, Sean",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Coyotes, Vol. 2","Lewis, Sean",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Crime and Punishment: The Graphic Novel,"Tezuka, Osamu",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Criss Cross,"Perkins, Lynne Rae",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Cursed Pirate Girl,"Bastian, Jeremy A.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Cut Both Ways,"Mesrobian, Carrie",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,D-Day: The World War II Invasion that Changed History,"Hopkinson, Deborah",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Dali: The Persistence of Memory,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Dangerous Woman: The Graphic Biography of Emma Goldman,"Rudahl, Sharon",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Darius the Great Deserves Better,"Khorram, Adib",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Date Me, Bryson Keller","van Whye, Kevin",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Date Rape (At Issue),"Watkins, Christine",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Dateable: Are You? Are They?,"Lookadoo, Justin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Daughter of Smoke and Bone,"Taylor, Laini",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Daughters Unto Devils,"Lukavics, Amy",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Days of Blood and Starlight,"Taylor, Laini",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Dead and the Dark,"Gould, Courtney",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Deadly Class,"Remender, Rick",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Deadly Class, Vol. 1: Reagan Youth","Remender, Rick",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Dear Diary, I'm Pregnant: Teenagers Talk About their Pregnancy","Englander, Anrenee",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Dear Justyce,"Stone, Nic",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Deep Dark Fears,"Krause, Fran",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Defy the Night,"Kemmerer, Brigid",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Degas: Impressions of a Great Master,"Gruitrooy, Gerhard",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Degas: The Dance Class,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Democracy,"Papadatos, Alecos",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Dicey's Song,"Voigt, Cynthia",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Different Kinds of Fruit,"Lukoff, Kyle",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Discovering Mythology - Gods and Goddesses,"Mass, Wendy",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Don't Know Much About Mythology: Everything You Need to Know About the Greatest Stories in Human History but Never Learned,"Davis, Kenneth C.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Doomraga's Revenge,"Barron, T.A.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Draw Me a Star,"Carle, Eric",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Dreams of Gods and Monsters,"Taylor, Laini",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Eagle Strike,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Eden Conquered,"Charbonneau, Joelle",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Edward Hopper: A Modern Master,"Berkow, Ita G.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Eldest,"Paolini, Christopher",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Eleanor Roosevelt, Fighter for Justice: Her Impact on the Civil Rights Movement, the White House, and the World","Cooper, Ilene",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Embrace,"Shirvington, Jessica",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Emergency Contact,"Choi, Mary H.K.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Epileptic,"B., David",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Eragon,"Paolini, Christopher",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Even If I Fall,"Johnson, Abigail",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Every Hidden Thing,"Oppel, Kenneth",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Eyes of the Forest,"Henry, April",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Fable,"Young, Adrienne",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Falling Over Sideways,"Sonnenblick, Jordan",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Fangirl,"Rowell, Rainbow",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Fantastic Four By Mark Waid and Mike Wieringo: Ultimate Collection - Book One (Fantastic Four 1998-2012),"Waid, Mark",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Fences,"Wilson, August",1,1,1,Banned in Classrooms,,,missing,
likely_truly_missing,normal,Feynman,"Ottaviani, Jim",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Filmish: A Graphic Journey Through Film,"Ross, Edward",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Finding Cinderella,"Hoover, Colleen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Fire Force, Vol. 1","Ohkubo, Atsushi",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Fire Star,"d'Lacey, Chris",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Fire Will Fall,"Plum-Ucci, Carol",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Firebug,"McBride, Lish",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Flawed,"Dorfman, Andrea",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Flowers in the Attic,"Andrews, V.C.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Forbidden,"Suzuma, Tabitha",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Frankie & Bug,"Forman, Gayle",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Fred Gets Dressed,"Brown, Peter",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Friends Forever,"Hale, Shannon",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,From Blood and Ash,"Armentrout, Jennifer L.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,From the Notebooks of Melanin Sun,"Woodson, Jacqueline",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Frost Like Night,"Raasch, Sara",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Full Bloom: The Art and Life of Georgia O' Keefe,"Drohojowska-Philip, Hunter",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Gates of Paradise,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Gender Identity (Teen Mental Health),"Petrikowski, Nicki Peter",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Gender Issues,"McIntosh, Kenneth",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Gender Outlaws: The Next Generation,"Bornstein, Kate",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Giant Days,"Allison, John",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Giant Days: Not On the Test Edition Vol. 1 - Fall Semester,"Allison, John",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Giant Days: Not On the Test Edition Vol. 2 - Winter Semester,"Allison, John",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Gilgamesh: A Graphic Novel,"Winegarner, Andrew",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Girl in Pieces,"Glasgow, Kathleen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Girl, (Nearly) 16: Absolute Torture","Limb, Sue",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Girls Like Us (2015),"Giles, Gail",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,GLBTQ*: The Survival Guide for Queer & Questioning Teens,"Huegel, Kelly",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Glitter,"Daniels, Babygirl",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Go with the Flow,"Williams, Lily",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Good Talk: A Memoir in Conversations,"Jacob, Mira",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Gracefully Grayson,"Polonsky, Ami",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Graceling,"Cashore, Kristin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Graphic Classics Volume 8: Mark Twain - 2nd Edition,"Twain, Mark",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Graphic Classics: Bram Stoker,"Pomplun, Tom",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Graphic Classics: Edgar Allan Poe,"Pomplun, Tom",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Graphic Design: A New History,"Eskilson, Stephen J.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Grass,"Gendry-Kim, Keum Suk",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Great Masterpieces of the World,"Korn, Irene",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Green River Killer: A True Detective Story,"Jensen, Jeff",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Ground Zero,"Gratz, Alan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Grown in 60 Seconds,"Lee, Darrien",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Guyaholic,"Mackler, Carolyn",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Hands Up!,"McDaniel, Breanna J.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Harry Callahan: The Photographer at Work,"Salvesen, Britt",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Healing Sexual Trauma Workbook: Somatic Skills to Help You Feel Safe in Your Body, Create Boundaries, and Live with Resilience","Shershun, Erika",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Hear These Voices: Youth at the Edge of the Millennium,"Allison, Anthony",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Heartstopper, Vol. 1","Oseman, Alice",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Heartstopper, Vol. 2","Oseman, Alice",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Heartstopper, Vol. 3","Oseman, Alice",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Heartstopper, Vol. 4","Oseman, Alice",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,History of Western Art in Comics Part One: From Prehistory to the Renaissance,"Augustin, Marion",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Hitler's Final Solution,"Allen, John",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Hollow City: The Graphic Novel,"Riggs, Ransom",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Holocaust Camps and Killing Centers,"Blohm, Craig E.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Holocaust Rescue and Liberation,"Blohm, Craig E.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Holocaust Resistance,"Blohm, Craig E.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Home Body,"Kaur, Rupi",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Home for the Holidays,"Vogel Frederick, Heather",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Home Run,"Green, Tim",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Homecoming,"Charlton-Trujillo, E. E.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Homegoing,"Gyasi, Yaa",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Hooked,"Greenman, Catherine",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Hopeless,"Hoover, Colleen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Horde,"Bennett, Marguerite",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,House of Dark Shadows,"Liparulo, Robert",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,House of Sky and Breath,"Maas, Sarah J.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,How Beautiful the Ordinary: Twelve Stories of Identity,"Cart, Michael",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,How It All Blew Up,"Ahmadi, Arvin",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,How to Be Ace: A Memoir of Growing Up Asexual,"Burgess, Rebecca",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,How to Read Italian Renaissance Painting,"Zuffi, Stefano",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"I Hate Fairyland, Vol. 1: Madly Ever After","Young, Skottie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,If I Stay,"Forman, Gayle",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,If You Could Be Mine,"Farizan, Sara",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Illegal,"Colfer, Eoin",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,In Our Mothers' House,"Polacco, Patricia",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,In the Lake of the Woods,"O'Brien, Tim",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Infandous,"Arnold, Elana K.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Infinity Son,"Silvera, Adam",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Inheritance,"Paolini, Christopher",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Irving Penn: A Career In Photography,"Westerbeck, Colin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Is He a Girl?,"Sachar, Louis",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Isaac the Alchemist: Secrets of Isaac Newton, Reveal'd","Losure, Mary",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Ivy,"Oleksyk, Sarah",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Jack of Hearts (and other parts),"Rosen, L. C.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Jacob's New Dress,"Hoffman, Sarah",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Jay's Gay Agenda,"June, Jason",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Joe Hill's The Cape: 1969,"Ciaramella, Jason",1,1,1,Banned Pending Investigation,,,missing,
